title;author;journal;year;source;pages;volume;document_type;doi;url;publisher;issn;status;
Fog computing for the integration of agents and web services in an autonomic reflexive middleware;Sánchez, M. and Aguilar, J. and Exposito, E.;Service Oriented Computing and Applications;2018;Scopus;333-347;12;article;10.1007/s11761-018-0238-0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051705327&doi=10.1007%2fs11761-018-0238-0&partnerID=40&md5=f3a8f8433ff1bdfdd6a09a6816ee0728;;;Accepted;
Improving the efficiency of water management system in biomass power plant using cyber-physical cloud computing;Kungwalrut, P. and Kongratana, V. and Trisuwannawat, T. and Tipsuwanporn, V. and Numsomran, A.;International Journal of Intelligent Engineering and Systems;2018;Scopus;188-198;11;article;10.22266/ijies2018.0831.19;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049336017&doi=10.22266%2fijies2018.0831.19&partnerID=40&md5=2c7dc55842c749a3a520d29a0fc65ea9;;;Accepted;
Cloud-based manufacturing process monitoring for smart diagnosis services;Caggiano, A.;International Journal of Computer Integrated Manufacturing;2018;Scopus;612-623;31;article;10.1080/0951192X.2018.1425552;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041123011&doi=10.1080%2f0951192X.2018.1425552&partnerID=40&md5=793f6fdf513d6e3777a3f03d68b6ff52;;;Accepted;
Networking and communication for smart city systems;Jawhar, I. and Mohamed, N. and Al-Jaroodi, J.;2017 IEEE SmartWorld Ubiquitous Intelligence and Computing, Advanced and Trusted Computed, Scalable Computing and Communications, Cloud and Big Data Computing, Internet of People and Smart City Innovation, SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI 2017 - Conference Proceedings;2018;Scopus;1-7;;conference;10.1109/UIC-ATC.2017.8397563;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050216003&doi=10.1109%2fUIC-ATC.2017.8397563&partnerID=40&md5=1ede607626613646ca1318a4c2bb0769;;;Accepted;
A New Threat Intelligence Scheme for Safeguarding Industry 4.0 Systems;Moustafa, N. and Adi, E. and Turnbull, B. and Hu, J.;IEEE Access;2018;Scopus;32910-32924;6;article;10.1109/ACCESS.2018.2844794;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048156939&doi=10.1109%2fACCESS.2018.2844794&partnerID=40&md5=57196ab11aa9dcea166a5f6c1352b6b8;;;Accepted;
Privacy-preserving data integrity verification by using lightweight streaming authenticated data structures for healthcare cyber–physical system;Xu, J. and Wei, L. and Wu, W. and Wang, A. and Zhang, Y. and Zhou, F.;Future Generation Computer Systems;2018;Scopus;;;article;10.1016/j.future.2018.04.018;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046370453&doi=10.1016%2fj.future.2018.04.018&partnerID=40&md5=4bdfea1b0246e0fd3231ed6a9de9de9f;;;Accepted;
Cyber Physical Systems for Industry 4.0: Towards Real Time Virtual Reality in Smart Manufacturing;Frontoni, E. and Loncarski, J. and Pierdicca, R. and Bernardini, M. and Sasso, M.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018;Scopus;422-434;10851 LNCS;article;10.1007/978-3-319-95282-6_31;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050272362&doi=10.1007%2f978-3-319-95282-6_31&partnerID=40&md5=2b76d2d3befa4970145926eedf45ef8e;;;Accepted;
Blockchain cloud manufacturing: Shop floor and machine level;Barenji, A.V. and Li, Z. and Wang, W.M.;Smart SysTech 2018 - European Conference on Smart Objects, Systems and Technologies;2018;Scopus;89-94;;conference;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063899227&partnerID=40&md5=5bc0b897b17034cc09d7c80b27ca99b2;;;Accepted;
Smart Factory of Industry 4.0: Key Technologies, Application Case, and Challenges;Chen, B. and Wan, J. and Shu, L. and Li, P. and Mukherjee, M. and Yin, B.;IEEE Access;2017;Scopus;6505-6519;6;article;10.1109/ACCESS.2017.2783682;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038869974&doi=10.1109%2fACCESS.2017.2783682&partnerID=40&md5=e72a4aa5ef7210fa976366ce5a917ad3;;;Accepted;
Educational Setup for Service Oriented Process Automation with 5G Testbed;Kortela, J. and Nasiri, B. and Smirnov, A. and Lahnalammi, A. and Jämsä-Jounela, S.-L.;IFAC-PapersOnLine;2017;Scopus;127-132;50;article;10.1016/j.ifacol.2017.12.023;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040461084&doi=10.1016%2fj.ifacol.2017.12.023&partnerID=40&md5=f4442aaba49da1c5566365cb05899bd3;;;Accepted;
Dependable Information Exchange for Next Generation Mobile Cyber-Physical Systems;Navaie, K. and Aghvami, H.;IEEE Wireless Communications;2017;Scopus;150-156;24;article;10.1109/MWC.2017.1600399;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034246494&doi=10.1109%2fMWC.2017.1600399&partnerID=40&md5=cf9cbaaf2c88d00a83c55ce66fddd451;;;Accepted;
MTComm: A semantic ontology based internet scale communication method of manufacturing services in a cyber-physical manufacturing cloud;Sunny, S.M.N.A. and Liu, X.F. and Shahriar, M.R.;Proceedings - 2017 IEEE 2nd International Congress on Internet of Things, ICIOT 2017;2017;Scopus;121-128;;conference;10.1109/IEEE.ICIOT.2017.22;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032267304&doi=10.1109%2fIEEE.ICIOT.2017.22&partnerID=40&md5=5012023d6d2c7939a04ae949917dcc82;;;Accepted;
Cloud-Integrated Cyber-Physical Systems for Complex Industrial Applications;Shu, Z. and Wan, J. and Zhang, D. and Li, D.;Mobile Networks and Applications;2016;Scopus;865-878;21;article;10.1007/s11036-015-0664-6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948655657&doi=10.1007%2fs11036-015-0664-6&partnerID=40&md5=69ef4ba13990a271a58b4b1f22807bf0;;;Accepted;
Software architecture for cyber-physical control systems with flexible application of the software-as-a-service and on-premises model;Engelsberger, M. and Greiner, T.;Proceedings of the IEEE International Conference on Industrial Technology;2015;Scopus;1544-1549;2015-June;conference;10.1109/ICIT.2015.7125316;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937716518&doi=10.1109%2fICIT.2015.7125316&partnerID=40&md5=32956f25a048f8e1ba7a959f2be96066;;;Accepted;
Industry IoT gateway for cloud connectivity;Zolotová, I. and Bundzel, M. and Lojka, T.;IFIP Advances in Information and Communication Technology;2015;Scopus;59-66;460;article;10.1007/978-3-319-22759-7_7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951981564&doi=10.1007%2f978-3-319-22759-7_7&partnerID=40&md5=f65347589b98938221a7eae18b2d67ce;;;Accepted;
Maestro: An orchestration framework for large-scale WSN simulations;Riliskis, L. and Osipov, E.;Sensors (Switzerland);2014;Scopus;5392-5414;14;article;10.3390/s140305392;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896441869&doi=10.3390%2fs140305392&partnerID=40&md5=07e8ce30558eeff71d07b59dcd412bfa;;;Accepted;
VCMIA: A novel architecture for integrating vehicular cyber-physical systems and mobile cloud computing;Wan, J. and Zhang, D. and Sun, Y. and Lin, K. and Zou, C. and Cai, H.;Mobile Networks and Applications;2014;Scopus;153-160;19;article;10.1007/s11036-014-0499-6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898828128&doi=10.1007%2fs11036-014-0499-6&partnerID=40&md5=31dcadb9344ceb7b622d069104924019;;;Accepted;
Vita: A crowdsensing-oriented mobile cyber-physical system;Hu, X. and Chu, T.H.S. and Chan, H.C.B. and Leung, V.C.M.;IEEE Transactions on Emerging Topics in Computing;2013;Scopus;148-165;1;article;10.1109/TETC.2013.2273359;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961744092&doi=10.1109%2fTETC.2013.2273359&partnerID=40&md5=95b962375a08afc5f76e24b02b748d55;;;Accepted;
V-Cloud: Vehicular cyber-physical systems and cloud computing;Abid, H. and Phuong, L.T.T. and Wang, J. and Lee, S. and Qaisar, S.;ACM International Conference Proceeding Series;2011;Scopus;;;conference;10.1145/2093698.2093863;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863030734&doi=10.1145%2f2093698.2093863&partnerID=40&md5=b9930e0c251e050f3160efd06459b42d;;;Accepted;
System Structure and Network Computing Architecture of Petrochemical Cyber-Physical System: Overview and Perspective;Li, Defang and Suo, Hansheng and Liu, Wei;CANADIAN JOURNAL OF CHEMICAL ENGINEERING;2019;ISI Web of Science;2176-2188;97;article;10.1002/cjce.23511;;;0008-4034;Accepted;
Privacy-preserving multi-channel communication in Edge-of-Things;Gai, Keke and Qiu, Meikang and Xiong, Zenggang and Liu, Meiqin;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;2018;ISI Web of Science;190-200;85;article;10.1016/j.future.2018.03.043;;;0167-739X;Accepted;
A multi-agent framework for cloud-based management of collaborative robots;Samad, Tooba and Iqbal, Sohail and Malik, Asad Waqar and Arif, Omar and Bloodsworth, Peter;INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS;2018;ISI Web of Science;;15;article;10.1177/1729881418785073;;;1729-8814;Accepted;
Software architectures for health care cyber-physical systems: A systematic literature review;Plaza, Andrea M. and Diaz, Jessica and Perez, Jennifer;JOURNAL OF SOFTWARE-EVOLUTION AND PROCESS;2018;ISI Web of Science;;30;article;10.1002/smr.1930;;;2047-7473;Accepted;
Industrial Internet of things over tactile Internet in the context of intelligent manufacturing;Bai, Yun;CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS;2018;ISI Web of Science;869-877;21;article;10.1007/s10586-017-0925-1;;;1386-7857;Accepted;
A Review on Industrial Augmented Reality Systems for the Industry 4.0 Shipyard;Fraga-Lamas, Paula and Fernandez-Carames, Tiago M. and Blanco-Novoa, Oscar and Vilar-Montesinos, Miguel A.;IEEE ACCESS;2018;ISI Web of Science;13358-13375;6;article;10.1109/ACCESS.2018.2808326;;;2169-3536;Accepted;
An industrial Internet of things based platform for context-aware information services in manufacturing;Alexopoulos, Kosmas and Sipsas, Konstantinos and Xanthakis, Evangelos and Makris, Sotiris and Mourtzis, Dimitris;INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING;2018;ISI Web of Science;1111-1123;31;article;10.1080/0951192X.2018.1500716;;;0951-192X;Accepted;
Challenges of Future VANET and Cloud-Based Approaches;Shrestha, Rakesh and Bajracharya, Rojeena and Nam, Seung Yeob;WIRELESS COMMUNICATIONS \& MOBILE COMPUTING;2018;ISI Web of Science;;;article;10.1155/2018/5603518;;;1530-8669;Accepted;
Big Data in Smart Farming - A review;Wolfert, Sjaak and Ge, Lan and Verdouw, Cor and Bogaardt, Marc-Jeroen;AGRICULTURAL SYSTEMS;2017;ISI Web of Science;69-80;153;article;10.1016/j.agsy.2017.01.023;;;0308-521X;Accepted;
Assessing sustainability benefits of cybermanufacturing systems;Song, Zhengyi and Moon, Young;INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY;2017;ISI Web of Science;1365-1382;90;article;10.1007/s00170-016-9428-0;;;0268-3768;Accepted;
Framework and development of fault detection classification using IoT device and cloud environment;Lee, Hyunsoo;JOURNAL OF MANUFACTURING SYSTEMS;2017;ISI Web of Science;257-270;43;article;10.1016/j.jmsy.2017.02.007;;;0278-6125;Accepted;
Cyber-physical manufacturing cloud: Architecture, virtualization, communication, and testbed;Liu, Xiaoqing F. and Shahriar, Md Rakib and Al Sunny, S. M. Nahian and Leu, Ming C. and Hu, Liwen;JOURNAL OF MANUFACTURING SYSTEMS;2017;ISI Web of Science;352-364;43;article;10.1016/j.jmsy.2017.04.004;;;0278-6125;Accepted;
Energy Optimization With Dynamic Task Scheduling Mobile Cloud Computing;Li, Yibin and Chen, Min and Dai, Wenyun and Qiu, Meikang;IEEE SYSTEMS JOURNAL;2017;ISI Web of Science;96-105;11;article;10.1109/JSYST.2015.2442994;;;1932-8184;Accepted;
Software-Defined Industrial Internet of Things in the Context of Industry 4.0;Wan, Jiafu and Tang, Shenglong and Shu, Zhaogang and Li, Di and Wang, Shiyong and Imran, Muhammad and Vasilakos, Athanasios V.;IEEE SENSORS JOURNAL;2016;ISI Web of Science;7373-7380;16;article;10.1109/JSEN.2016.2565621;;;1530-437X;Accepted;
Cloud-Assisted Mood Fatigue Detection System;Shi, Xiaobo and Hao, Yixue and Zeng, Delu and Wang, Lu and Hossain, M. Shamim and Rahman, Sk Md Mizanur and Alelaiwi, Abdulhameed;MOBILE NETWORKS \& APPLICATIONS;2016;ISI Web of Science;744-752;21;article;10.1007/s11036-016-0757-x;;;1383-469X;Accepted;
Smart Clothing: Connecting Human with Clouds and Big Data for Sustainable Health Monitoring;Chen, Min and Ma, Yujun and Song, Jeungeun and Lai, Chin-Feng and Hu, Bin;MOBILE NETWORKS \& APPLICATIONS;2016;ISI Web of Science;825-845;21;article;10.1007/s11036-016-0745-1;;;1383-469X;Accepted;
An approach to model dependability of cyber-physical systems;Sanislav, Teodora and Mois, George and Miclea, Liviu;MICROPROCESSORS AND MICROSYSTEMS;2016;ISI Web of Science;67-76;41;article;10.1016/j.micpro.2015.11.021;;;0141-9331;Accepted;
VCC-SSF: Service-Oriented Security Framework for Vehicular Cloud Computing;Kang, Won Min and Lee, Jae Dong and Jeong, Young-Sik and Park, Jong Hyuk;SUSTAINABILITY;2015;ISI Web of Science;2028-2044;7;article;10.3390/su7022028;;;2071-1050;Accepted;
Context-Aware Vehicular Cyber-Physical Systems with Cloud Support: Architecture, Challenges, and Solutions;Wan, Jiafu and Zhang, Daqiang and Zhao, Shengjie and Yang, Laurence T. and Lloret, Jaime;IEEE COMMUNICATIONS MAGAZINE;2014;ISI Web of Science;106-113;52;article;10.1109/MCOM.2014.6871677;;;0163-6804;Accepted;
Design and implementation of real-time traceability monitoring system for agricultural products supply chain under Internet of Things architecture;Chen, Jinbo and Huang, Ye and Xia, Pengxiao and Zhang, Yuying and Zhong, Yu;Concurrency and Computation: Practice and Experience;2019;Wiley;e4766;31;article;10.1002/cpe.4766;https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4766;;;Accepted;
Privacy Protection for Cloud-Based Robotic Networks;Ko, Hajoon and Keoh, Sye L. and Jin, Jiong;;2017;Wiley;195-222;;inbook;10.1002/9781119226079.ch10;https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119226079.ch10;John Wiley & Sons, Ltd;;Rejected;
Research on security construction of smart city;Zhu, Y. and Zuo, J.;International Journal of Smart Home;2015;Scopus;197-204;9;article;10.14257/ijsh.2015.9.8.21;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941565997&doi=10.14257%2fijsh.2015.9.8.21&partnerID=40&md5=6fe416bc65d344038ef65a3309d0d5b4;;;Rejected;
